mof_id,precursor,true_label,prediction,decision_threshold,calibrated_probability,raw_probability,shap_reason,action,deployment_model
655,[O-]C(=O)CCCCCCC(=O)[O-].[Pr],1,promising,0.215,0.9083214052140487,0.8134822562617691,+metal_electronegativity_avg / +metal_covalent_radius_avg,prioritize,random_forest
6103,[Nd].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])c1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8953779378980677,0.7892403058514635,not computed,prioritize,random_forest
6485,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Pr],1,promising,0.215,0.881371035845816,0.7658269283454525,not computed,prioritize,random_forest
1868,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,not computed,prioritize,random_forest
1871,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,+metal_electronegativity_avg / +metal_covalent_radius_avg,prioritize,random_forest
1869,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,+metal_electronegativity_avg / +metal_covalent_radius_avg,prioritize,random_forest
1875,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,not computed,prioritize,random_forest
1873,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,not computed,prioritize,random_forest
1874,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,not computed,prioritize,random_forest
1872,[Nd].[O-]C(=O)c1ccc(cc1)C=Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-],1,promising,0.215,0.8771551428496285,0.7592512136984019,not computed,prioritize,random_forest
